feature,importance_mean,importance_std
SPY_momentum_5d,0.012754827536656932,0.0021006278912842295
VIX_change_1d,0.00918808982835324,0.002670458362557177
VIX_change_5d,0.00789190362118577,0.0016387985926013438
SPY_volume_change_1d,0.0008107715329139786,0.0014862111842544998
SPY_volume_change_5d,0.0006784592827253966,0.0021633063033996034
VIX_current,0.0004937274289499416,0.0025873938443471533
SPY_momentum_10d,-0.004969056747446121,0.0028674747295983002
